Reviews,Sentiment
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            nuevo el telÃ©fono no lo pude creer, impecable la presentaciÃ³n.  Estoy muy satisfecho.  muy contento.  vino en caja autorizada y sellada....impecable estoy enamorado  la baterÃ­a se mantiene a 100",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:RE3R3C70BHP5F_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""RE3R3C70BHP5F"", ""[https://images-na.ssl-images-amazon.com/images/I/514R5SZInLL.jpg, https://images-na.ssl-images-amazon.com/images/I/51Jwhi-03xL.jpg, https://images-na.ssl-images-amazon.com/images/I/618mhoBUJsL.jpg, https://images-na.ssl-images-amazon.com/images/I/619AD+fO+bL.jpg, https://images-na.ssl-images-amazon.com/images/I/61Ncp5btabL.jpg, https://images-na.ssl-images-amazon.com/images/I/61YZsWcwfIL.jpg, https://images-na.ssl-images-amazon.com/images/I/61ttiJ0OD6L.jpg, https://images-na.ssl-images-amazon.com/images/I/810-s1dW4vL.jpg]"", data);",
          });,
        });,
    ,
,
8 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Majo Mtz5.0 out of 5 stars,
Encantada con el producto,
"Reviewed in Mexico on October 1, 2021Size: 256GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Se enviÃ³ sÃºper rÃ¡pido, estÃ©ticamente como nuevo, incluso venÃ­a con mica en la pantalla principal, la capacidad es la indicada (256gb) y la baterÃ­a estÃ¡ al 100%",
,
,
7 people found this helpful,
Report abuse,
Translate review to English,
CM1.0 out of 5 stars,
Presentation Is In Desperate Need Of Value,
"Reviewed in Canada on July 16, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  For 700.00, I expected the presentation to be more than a cheap dollar store box and the phone inside one layer of bubble wrap. It didnâ€™t even have paper padding in the Amazon box to cushion the flopping around during delivery. And itâ€™s a gift!! I bought one here 3 years ago and it arrived in an IPhone box and had protective coating on the phone like new. It was a great experience and great phone. This thing looks like it was tossed in bubble wrap with a sticker on the back. I could have done better on Kijiji. Iâ€™m returning it.",
,
,
4 people found this helpful,
Report abuse,
,
,
,
,
,
Jessica Navarro5.0 out of 5 stars,
CÃ³mo nuevo,
"Reviewed in Mexico on February 21, 2021Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  PrÃ¡cticamente nuevo, estÃ©tica 10/10BaterÃ­a ðŸ”‹ 100%Lo recomiendo.Cargador genÃ©rico cÃ³mo viene en la descripciÃ³n.",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Jessica Navarro,
,
5.0 out of 5 stars,
,
                CÃ³mo nuevo,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on February 21, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            PrÃ¡cticamente nuevo, estÃ©tica 10/10BaterÃ­a ðŸ”‹ 100%Lo recomiendo.Cargador genÃ©rico cÃ³mo viene en la descripciÃ³n.",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R3267YHX91LVZY_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R3267YHX91LVZY"", ""[https://images-na.ssl-images-amazon.com/images/I/81w0wjKyicL.jpg, https://images-na.ssl-images-amazon.com/images/I/B1IPM1Meg1S.jpg, https://images-na.ssl-images-amazon.com/images/I/B1mwOjBBSpS.jpg]"", data);",
          });,
        });,
    ,
,
9 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Ernesto RodrÃ­guez5.0 out of 5 stars,
Excelente estado de conservaciÃ³n,
"Reviewed in Mexico on January 31, 2022Size: 128GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Tenia mucha curiosidad respecto a los telÃ©fonos Apple, siempre habÃ­a pensado en adquirir uno pero me quedaba la duda, sobre todo por el precio. Me decidÃ­ por adquirir un equipo reacondicionado para que no resultara un gran desembolso. Vaya sorpresa que me llevÃ© al ver un celular impecable!!! cero rayones, cero golpes, o algÃºn daÃ±o visible en pantalla, se ve como nuevo. El Ãºnico detalle -si es que cuenta como tal- es que el estado de la baterÃ­a marca 95% segÃºn veo las reseÃ±as eso ya es secundario, ademÃ¡s de que todas las especificaciones y software funcionan al 100%. QuizÃ¡ corrÃ­ con suerte, estoy muy satisfecho con mi compra.",
,
,
2 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Ivan VÃ¡zquez5.0 out of 5 stars,
Hasta ahora bien,
"Reviewed in Mexico on September 7, 2021Size: 64GBColor: YellowService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Producto casi nuevo, sin rayones, baterÃ­a 100%.. actualizarÃ© en algunos meses",
,
,
8 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Cesar Alberto Ramirez Rodriguez5.0 out of 5 stars,
Como nuevo,
"Reviewed in Mexico on August 11, 2021Size: 256GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Ordene un iPhone 11 de 256 gb, y me llego un iPhone 11 de 128gb, ese fue el Ãºnico detalle ademÃ¡s que paguÃ© extra por esa capacidad como 1500 mxn, de ahÃ­ en fuera el celular estÃ¡ en excelente estado como nuevo, baterÃ­a con 100 de capacidad, sin rayones, ni golpes, se comprÃ³ con buyspry",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Cesar Alberto Ramirez Rodriguez,
,
5.0 out of 5 stars,
,
                Como nuevo,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on August 11, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            Ordene un iPhone 11 de 256 gb, y me llego un iPhone 11 de 128gb, ese fue el Ãºnico detalle ademÃ¡s que paguÃ© extra por esa capacidad como 1500 mxn, de ahÃ­ en fuera el celular estÃ¡ en excelente estado como nuevo, baterÃ­a con 100 de capacidad, sin rayones, ni golpes, se comprÃ³ con buyspry",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R1FXCNE9GN5D7T_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R1FXCNE9GN5D7T"", ""[https://images-na.ssl-images-amazon.com/images/I/516naYHIhhL.jpg, https://images-na.ssl-images-amazon.com/images/I/71Twz0+E9XL.jpg]"", data);",
          });,
        });,
    ,
,
4 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
FarideÃ©1.0 out of 5 stars,
Me tocÃ³ la Mala,
"Reviewed in Mexico on February 16, 2022Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Lo comprÃ© en febrero del 2021 y estaba muy contenta, no tenÃ­a rayones ni golpes, todo bien y como 5,000 pesos mÃ¡s baratos que el nuevo. Lo primero que NotÃ© es que la baterÃ­a no le duraba tanto, pero es algo con lo que tenia que lidiar, porLo que me habÃ­a ahorrado, en Abril del 2021 me lleve el susto de mi vida! De un rato a otro se le desactivÃ³ el wifi y jamÃ¡s volviÃ³ a encender! La garantÃ­a es de 30 dÃ­as y ya habÃ­an pasado 2 meses! Me sentÃ­a sÃºper mal pues ya no tiene arreglo, en la tienda me cobraban 8 mil por repararlo :( y en otros locales como 3 mil pero no daban garantÃ­a que quedara, ya que es una pieza muy sensible! Trate de comunicarme con Amazon pero no es posible, luego recordÃ© que el producto es Reacondicionaso en EUA, entonces los gringos siempre dan garantÃ­a de sus productos y son amables y atentos con el cliente, me comuniquÃ© con ellos a travÃ©s de inbox (fb) y me facilitaron todo, envÃ­e de nuevo el telÃ©fono pues ellos tenÃ­an que corroborar que no se me haya caÃ­do o golpeado (cosa que no me habÃ­a pasado) lo valoraron y me regresaron todo el dinero completo! Pero lleve el susto de mi vida por quÃ© pensÃ© que no iba a recuperar mi dinero :( al final comprÃ© uno nuevo pero ya en una tienda al precio normal. Dudo que vuelva a comprar un artÃ­culo de esta magnitud reacondicionado, no vale laPena!",
,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Charl's5.0 out of 5 stars,
Muy buena compra!! Me encantÃ³.,
"Reviewed in Mexico on October 19, 2020Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  TenÃ­a mis dudas de comprarlo. Pero me sorprendiÃ³ el estado del iphone 11. Un leve, muy leve detalle en la parte donde se inserta el cable para cargar. Vida de baterÃ­a 100%, impecable del resto del telÃ©fono. ParecÃ­a prÃ¡cticamente nuevo de tienda.4 dÃ­as despuÃ©s de recibirlo, funciona perfectamente. Solo el ID Face, como que a veces le cuesta detectar, serÃ¡ cosa de recalibrarlo y probar.Incluye ya pegado un cristal protector para la pantalla muuy Ãºtil.Sin duda volverÃ­a a comprar a este vendedor ya que tambiÃ©n llegÃ³ antes de lo esperado.Muuy satisfecho.",
,
,
3 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
John F5.0 out of 5 stars,
Me agradÃ³ la compra.,
"Reviewed in Mexico on January 16, 2021Size: 128GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  El dispositivo me fue entregado en Ã³ptimas condiciones. Funciona perfectamente y pude configurarlo como se hace con un iPhone nuevo. Aunque llegÃ³ en un empaque y accesorios genÃ©ricos, todo funciona bien.",
,
,
5 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
,
,
Eduardo,
,
TOP 500 REVIEWER,
,
5.0 out of 5 stars,
PadrÃ­simo y prÃ¡cticamente nuevo,
"Reviewed in Mexico on August 1, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Creo que comprarÃ© mÃ¡s seguido Renewed jeje, mi Iphone me toco con 100% de baterÃ­a pese a que lo actualice para que se corrigiera el gap que provocaba lecturas errÃ³neas en la baterÃ­a, solo venia con una rayoncito tan pequeÃ±o que solo muy de cerca se nota, el resto del equipÃ³ super cuidado, eso sÃ­ sigue siendo un Iphone, la cÃ¡mara es excelente y la razÃ³n por la cuÃ¡l elegÃ­ el 11 y no el 12, pero como siempre la baterÃ­a no rinde como me rendÃ­a mi otro cel. Ojo, al ser de re-uso no podrÃ¡s contratar el Apple Care+, Recomiendo Renewed anÃ­mense, total, sale mal les hacen cambio o regresan su dinero, Â¿QuÃ© podrÃ­an perder?",
,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Jacqueline5.0 out of 5 stars,
Me ha salido bien,
"Reviewed in Mexico on November 19, 2020Size: 128GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Hasta ahora que tengo un mes usÃ¡ndolo me ha salido bueno .Me llego en caja genÃ©rica y accesorios igual , y traÃ­a mica en la pantalla , pero asÃ­ me ha servido muy bien",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Jacqueline,
,
5.0 out of 5 stars,
,
                Me ha salido bien,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on November 20, 2020",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            Hasta ahora que tengo un mes usÃ¡ndolo me ha salido bueno .Me llego en caja genÃ©rica y accesorios igual , y traÃ­a mica en la pantalla , pero asÃ­ me ha servido muy bien",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:RDXH6KAB6EV63_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""RDXH6KAB6EV63"", ""[https://images-na.ssl-images-amazon.com/images/I/81vHcRgUM1L.jpg, https://images-na.ssl-images-amazon.com/images/I/81vLP1IXhEL.jpg]"", data);",
          });,
        });,
    ,
,
8 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
,
MarÃ­a Zapata3.0 out of 5 stars,
"Buen equipo y estÃ©tica, la baterÃ­a no es la mejor.",
"Reviewed in Mexico on November 18, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  ActualizaciÃ³n: se hizo vÃ¡lida la garantÃ­a y el equipo se ha regresado, ya que la baterÃ­a si bajo su condiciÃ³n. Excelente equipo, la estÃ©tica es muy buena, apenas tiene unas marcas y en la parte trasera, pero no es nada que afecte su funcionamiento. El telÃ©fono llego en una cajita genÃ©rica muy bien protegido, punto a favor trae un cargador genÃ©rico nuevo y el paquete llego un dÃ­a antes.Punto en contra, el estado de la baterÃ­a no fue el mejor, el domingo que llegÃ³ el equipo estaba en 88% y hoy jueves ya estÃ¡ en 84% , lo sigo monitoreando, para en dado caso, contactar al vendedor: INNOVA LOHER",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
MarÃ­a Zapata,
,
3.0 out of 5 stars,
,
"                Buen equipo y estÃ©tica, la baterÃ­a no es la mejor.",
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on November 18, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            ActualizaciÃ³n: se hizo vÃ¡lida la garantÃ­a y el equipo se ha regresado, ya que la baterÃ­a si bajo su condiciÃ³n. Excelente equipo, la estÃ©tica es muy buena, apenas tiene unas marcas y en la parte trasera, pero no es nada que afecte su funcionamiento. El telÃ©fono llego en una cajita genÃ©rica muy bien protegido, punto a favor trae un cargador genÃ©rico nuevo y el paquete llego un dÃ­a antes.Punto en contra, el estado de la baterÃ­a no fue el mejor, el domingo que llegÃ³ el equipo estaba en 88% y hoy jueves ya estÃ¡ en 84% , lo sigo monitoreando, para en dado caso, contactar al vendedor: INNOVA LOHER",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:RIRK0UZ0MH2WU_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""RIRK0UZ0MH2WU"", ""[https://images-na.ssl-images-amazon.com/images/I/61EI1qKfpiL.jpg, https://images-na.ssl-images-amazon.com/images/I/61IFuZv6KEL.jpg, https://images-na.ssl-images-amazon.com/images/I/61tVP2BvRdL.jpg, https://images-na.ssl-images-amazon.com/images/I/71LmzfSU6pL.jpg]"", data);",
          });,
        });,
    ,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
JosÃ© PÃ©rez1.0 out of 5 stars,
NO LO COMPREN,
"Reviewed in Mexico on August 26, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Realize la devoluciÃ“n y dicen que les enviÃ‰ otro telÃ©fono, abajo esta mi reseÃ±a original.Funciona bien, pero la pantalla estÃ¡ rayada como con un cuchillo incluso se siente al tacto, la herramienta para sacar el chip viene suelta dentro la caja puede llegar a salir de ella, y ademÃ¡s en este caso venÃ­a torcida, mejor utilice una que ya tenÃ­a, la baterÃ­a viene con un 80% de su capacidad original. Si andan apurados igual y si les funciona pero la verdad mejor junten otros 4000 y se compran uno nuevo",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
JosÃ© PÃ©rez,
,
1.0 out of 5 stars,
,
                NO LO COMPREN,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on August 27, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            Realize la devoluciÃ“n y dicen que les enviÃ‰ otro telÃ©fono, abajo esta mi reseÃ±a original.Funciona bien, pero la pantalla estÃ¡ rayada como con un cuchillo incluso se siente al tacto, la herramienta para sacar el chip viene suelta dentro la caja puede llegar a salir de ella, y ademÃ¡s en este caso venÃ­a torcida, mejor utilice una que ya tenÃ­a, la baterÃ­a viene con un 80% de su capacidad original. Si andan apurados igual y si les funciona pero la verdad mejor junten otros 4000 y se compran uno nuevo",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R2CQYRM2DF1YTY_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R2CQYRM2DF1YTY"", ""[https://images-na.ssl-images-amazon.com/images/I/B1Q3XY9J-hS.jpg]"", data);",
          });,
        });,
    ,
,
2 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Kate3.0 out of 5 stars,
â€œComo nuevoâ€? definitivamente no! Funciona? Si...,
"Reviewed in Mexico on March 2, 2021Size: 64GBColor: WhiteService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Se supone que los iPhone tienen que llegar â€œcomo nuevosâ€.No es la primera vez que compro artÃ­culos asÃ­ pero la primera vez que me decepciona.Empaque: sÃºper chafa, llegÃ³ maltratado y de la calidad mÃ¡s barata.EstÃ©tica: NO parece nuevo. Tiene la pantalla mÃ¡s daÃ±ada que el iphone que use durante 2 aÃ±os.Los accesorios genÃ©ricos tambiÃ©n era la opciÃ³n mÃ¡s barata, se nota en la calidad (hah muchas marcas econÃ³micas pero de mejor calidad).Producto: el iPhone si funciona bien (hasta ahora) no he notado ningÃºn problema.",
,
,
3 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Daniela Pintor5.0 out of 5 stars,
Muy buena opcion,
"Reviewed in Mexico on September 1, 2021Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  El celular viene en excelentes condiciones, la verdad es que ni sÃ© que es lo que estÃ¡ ""reacondicionado"" porque la baterÃ­a, la pantalla, las cÃ¡maras, el funcionamiento y todo estÃ¡ como nuevo.A mi me llego de estÃ©tica 10/10. Viene con un cargador genÃ©rico, pero de buena calidad y la caja tampoco es original (cosa que no me molesta a mi).Me parece una muy buena opciÃ³n para conseguir un buen celular sin tener que gastar los precios elevadÃ­simos de los distribuidores oficiales.",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Daniela Pintor,
,
5.0 out of 5 stars,
,
                Muy buena opcion,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on September 1, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            El celular viene en excelentes condiciones, la verdad es que ni sÃ© que es lo que estÃ¡ ""reacondicionado"" porque la baterÃ­a, la pantalla, las cÃ¡maras, el funcionamiento y todo estÃ¡ como nuevo.A mi me llego de estÃ©tica 10/10. Viene con un cargador genÃ©rico, pero de buena calidad y la caja tampoco es original (cosa que no me molesta a mi).Me parece una muy buena opciÃ³n para conseguir un buen celular sin tener que gastar los precios elevadÃ­simos de los distribuidores oficiales.",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R3F2ZHV30QCOG3_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R3F2ZHV30QCOG3"", ""[https://images-na.ssl-images-amazon.com/images/I/71+o68BJl7L.jpg, https://images-na.ssl-images-amazon.com/images/I/81meKJjcZ9L.jpg]"", data);",
          });,
        });,
    ,
,
3 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Ruben Chan5.0 out of 5 stars,
Buena compra,
"Reviewed in Mexico on September 28, 2021Size: 256GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  LlegÃ³ en tiempo y forma.La baterÃ­a al 100%, solo un pequeÃ±o golpe, muy chico, que no afecta en nada en la funcionalidad, carga y mantiene la carga super bien, me dura mas de 12 horas.",
,
,
3 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Alfredo Ortiz Gaona3.0 out of 5 stars,
"Aparato en excelente estado, pero no se escuchan las llamadas",
"Reviewed in Mexico on June 16, 2021Size: 128GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Ya habÃ­a comprado un iphone 8 con este vendedor BuySpry y todo bien, en excelente estado. El iphone 11 de 128gb que comprÃ© llegÃ³ en perfecto estado, estÃ©tica 9.5/10, pila 95% y el aparto en excelente estado, facetime bien y llamadas por WS/Social, pero al tratar de hacer llamadas por red (Telcel o AT&T) sÃ­ conectaba pero al momento de contestar no se escuchaba nada ni me escuchaban, hice todos los pasos de apple pero nunca funcionÃ³ la llamada en red, una pena porque todo lo demÃ¡s estaba bien. Ya hice la peticiÃ³n de la devoluciÃ³n y reembolso, espero que todo estÃ© bien con esta parte.",
,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Ricardo Andrade5.0 out of 5 stars,
Todo en orden.,
"Reviewed in Mexico on December 4, 2020Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  El iPhone llega en una caja genÃ©rica, pero bien empacado y con su garantÃ­a.El Ãºnico detalle que tiene es un rayÃ³n MUY pequeÃ±o en la parte de abajo, por donde estÃ¡ el puerto lightning.La capacidad de la baterÃ­a estÃ¡ al 100% y la pantalla viene con protector ya puesto.La descripciÃ³n dice que el cargador es certificado por Apple pero no sÃ© si creerÃ­a esto. No sÃ© cÃ³mo funciona la certificaciÃ³n, entonces es probable que solo me estÃ© dejando llevar por la apariencia. Es USB A a lightning en lugar de USB C a lightning.",
,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Sandra A.4.0 out of 5 stars,
excelente equipo por el precio,
"Reviewed in Mexico on February 17, 2021Size: 64GBColor: GreenService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  lo recomiendo, solo por unos pequeÃ±os detalles estÃ©ticos que no modifican el funcionamiento del telÃ©fono, los cuales se logran desaparecer con la funda, mi equipo traÃ­a mica protectora y cargador no muy estÃ©tico pero funcional y de buena calidad",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Sandra A.,
,
4.0 out of 5 stars,
,
                excelente equipo por el precio,
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in Mexico on February 18, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            lo recomiendo, solo por unos pequeÃ±os detalles estÃ©ticos que no modifican el funcionamiento del telÃ©fono, los cuales se logran desaparecer con la funda, mi equipo traÃ­a mica protectora y cargador no muy estÃ©tico pero funcional y de buena calidad",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R28VY4NPD8ECRV_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R28VY4NPD8ECRV"", ""[https://images-na.ssl-images-amazon.com/images/I/61LSPSISbnL.jpg]"", data);",
          });,
        });,
    ,
,
6 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Alex Robles5.0 out of 5 stars,
SÃºper buen producto!,
"Reviewed in Mexico on October 5, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Como dice el producto, es re acondicionado, asÃ­ que no te llegarÃ¡ un producto â€œnuevoâ€. Pero la verdad es que solo le hace falta la caja original de Apple y no habrÃ­a diferencia. La pila se encontraba al 98%, NO tenÃ­a ni un solo rayÃ³n en el telÃ©fono, ademÃ¡s incluÃ­a una mica protectora y el dock, algo que ni los iPhones nuevos de Apple traen",
,
,
One person found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
ErÃ©ndira GarcÃ­a5.0 out of 5 stars,
10/10 âœ… SÃšPER RECOMENDABLE,
"Reviewed in Mexico on October 17, 2020Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  La verdad dudaba mucho en adquirirlo, pero rebasÃ³ mis expectativas. Lo recomiendo ampliamente. Acorde a su estÃ©tica estÃ¡ al 99% solo tiene unos rayoncitos muy pequeÃ±os que se perciben a contraluz. Y un poco raspadito en los botones. Pero de ahÃ­ en fuera jala sÃºper bien!HabrÃ¡ que esperar los 90 dÃ­as, pero yo creo que todo marcharÃ¡ sÃºper bien.Amo Amazon!",
,
,
2 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
,
OSMARA H.5.0 out of 5 stars,
SÃºper â­ï¸â­ï¸â­ï¸â­ï¸â­ï¸,
"Reviewed in Mexico on October 3, 2021Size: 256GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
  Ã‰ste celular me encantÃ³ a pesar de ser un producto renovado jala Super bien me llevo con el 87% de la baterÃ­a no he tenido ningÃºn problema no me ha fallado funciona sÃºper bien estoy muy contenta con la compra lo recomiendo ðŸ¤© llevo dos meses de uso sin detalles,
,
,
2 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
,
,
Saray Casillas,
,
TOP 1000 REVIEWER,
,
5.0 out of 5 stars,
Buena compra,
"Reviewed in Mexico on May 19, 2021Size: 128GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Me fue bien, la vida de la pila llego al 100% pero rapidamente bajo al 93% y hasta el momento se ha mantenido asÃ­.EstÃ©ticamente solo tiene un par de rayones pero nada importante o que afecte el funcionamiento.",
,
,
2 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Alberto 5.0 out of 5 stars,
"Excelente producto, como nuevo",
"Reviewed in Mexico on June 5, 2021Size: 64GBColor: BlackService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  Francamente tenÃ­a dudas al comprar este iPhone y tener algÃºn problema ya sea en apariencia o funcionamiento, fue una sorpresa para mi que es imperceptible la diferencia frente a un equipo nuevo",
,
,
3 people found this helpful,
Report abuse,
Translate review to English,
,
,
,
,
Fam. Arellano CarcaÃ±o5.0 out of 5 stars,
